Activity Date,Trans Code,Quantity,Price,Amount,Ticker
2016-04-19,Withdrawal,120.2677,1395.22,-1230.28,GBH.
2020-06-08,Split,933.1061,327.04,-43312.95,MHW
2022-01-04,Buy,95.7429,1543.75,35322.21,VPT
2010-07-05,Dividend,729.9576,686.27,7175.36,NWTy
2022-09-17,Dividend,0.0,1520.16,-19290.24,WTSe
2019-02-20,Withdrawal,916.4388,210.14,43156.58,WOG.
2022-07-11,Withdrawal,135.7362,1327.56,-24508.07,NXU.
2016-02-09,Split,805.285,98.17,-19560.72,IAT.
2015-02-14,Deposit,591.1317,1084.36,-10986.35,CND
2023-08-23,Withdrawal,783.2678,263.5,-33920.48,NVAC
2022-01-28,Dividend,113.8065,726.3,-18084.55,DELl
2021-11-27,Sell,933.2149,1010.72,25273.29,UUT.
2010-07-01,Split,978.3603,1839.45,5946.53,BZAM
2025-12-03,Sell,250.0227,270.32,-16031.42,EIK.
2011-07-27,Sell,323.2964,676.52,13140.72,UCO
2019-03-20,Sell,342.5433,216.33,-6479.77,KPK
2012-10-23,Deposit,0.0,52.37,-14600.85,BJH
2022-04-28,Buy,703.3785,238.37,-27704.07,BKN
2015-04-28,Split,339.7484,694.74,48072.58,IAIR
2017-06-15,Buy,0.0,1003.48,-628.48,BMBT
2018-10-08,Buy,0.0,591.13,-4118.56,CKIN
2013-04-18,Deposit,934.2875,1919.44,-29925.43,EOZ
2017-04-03,Deposit,982.3702,1912.17,40103.65,GFDI
2021-01-24,Split,258.9585,902.92,3143.5,QBDJ
2023-11-24,Dividend,648.7864,1273.69,-6676.98,UJWW
2019-03-09,Split,322.5669,745.91,-16974.74,XIR
2018-04-09,Dividend,117.6421,1282.98,7836.61,XNW
2022-08-23,Deposit,726.5752,829.75,-45321.46,RZC.
2020-02-13,Dividend,0.0,715.98,34972.86,TAVW
2013-02-27,Split,618.9193,27.94,-28905.03,MQB.
2011-02-06,Withdrawal,600.0887,46.62,-37001.25,BJT
2010-10-24,Dividend,706.3777,143.45,31062.59,GSK.
2010-07-18,Buy,20.4727,1595.68,24860.51,MKIe
2019-03-09,Split,553.6731,881.47,-19555.02,FTJ
2025-02-01,Sell,404.1138,675.24,18441.44,UYO.
2015-09-21,Dividend,285.4791,1949.96,28226.4,SJQ.
2021-04-10,Sell,486.46,800.19,-32464.41,JRB.
2019-09-23,Dividend,297.8385,771.83,29759.64,GSX.
2024-06-17,Split,200.1355,1401.84,7241.26,HTMZ
2013-03-28,Split,120.8967,321.01,-37323.41,CMQx
2010-07-10,Buy,34.0402,172.93,-33341.68,LYC
2024-04-13,Dividend,151.8513,402.14,40035.09,JOV
2023-06-15,Dividend,123.4688,896.0,30839.49,HFP
2017-06-18,Sell,36.9138,1387.8,31221.83,JUY.
2023-08-05,Buy,971.9969,1253.21,-45499.25,VEWw
2024-02-22,Withdrawal,645.5945,1620.97,5015.98,FZN.
2021-10-10,Sell,755.0416,1667.77,-26419.54,QRK
2020-05-18,Buy,776.9483,412.61,16174.09,JRO.
2017-07-04,Buy,402.672,687.51,21142.03,HLA
2018-09-06,Split,107.4542,868.15,48533.3,FQYF
2023-07-03,Buy,695.0588,630.76,-10792.48,QMD
2016-08-05,Dividend,79.5424,1904.11,-38373.0,BME.
2021-04-18,Withdrawal,328.0454,180.03,19226.78,MKI.
2015-04-14,Split,651.9168,1283.29,-39975.93,PWR.
2010-06-01,Buy,90.6086,534.61,-49892.52,TYS
2010-09-22,Withdrawal,849.3311,1113.7,7245.84,DNV
2014-05-25,Split,75.4674,99.78,-24176.92,FGN.
2020-03-02,Buy,573.5615,406.53,-7537.63,UHR.
2015-09-03,Sell,861.992,1441.97,-12087.33,EBD
2015-10-17,Sell,422.6552,1824.79,-28188.31,XVF.
2014-10-18,Withdrawal,3.0084,146.41,-29546.6,XWJ
2025-07-10,Dividend,0.0,556.93,-41795.39,PWC.
2015-01-07,Dividend,0.0,700.24,-36611.58,BYO
2013-11-10,Dividend,0.0,1769.39,46053.78,CNK
2024-06-08,Deposit,0.0,876.82,19718.74,KKM
2021-03-30,Buy,0.0,1840.96,29263.0,CBQs
2018-06-04,Buy,0.0,896.43,-45396.37,XJR
2020-06-08,Withdrawal,930.8908,57.06,40181.23,TTQ.
2013-05-18,Buy,859.2641,1965.78,43758.54,ILM
2022-05-24,Deposit,930.5258,496.01,-14012.02,PLD.
2014-03-27,Deposit,921.8187,752.06,-12038.93,SHCO
2017-10-16,Withdrawal,0.0,1406.93,-20163.86,CRXh
2020-05-17,Sell,897.5164,920.09,-24368.42,KLXG
2011-05-22,Split,0.0,99.19,17975.99,XIOY
2019-03-01,Buy,140.3573,1879.92,-5772.05,LGJ.
2025-11-01,Dividend,0.0,932.62,37502.06,NHAp
2020-09-01,Split,0.0,54.15,24579.33,LVP
2023-10-15,Buy,375.0332,1820.23,-17033.49,QAS.
2024-01-06,Withdrawal,0.0,577.95,21757.77,GVT
2015-06-23,Buy,0.0,519.67,-11521.07,GPU
2017-11-16,Deposit,367.7293,1386.38,-40416.28,WCZ.
2016-04-17,Dividend,130.7626,120.61,7267.44,ZWD
2013-02-04,Dividend,632.4714,1853.37,-42410.48,GTSp
2022-08-12,Split,416.2553,1938.26,26316.03,KKA
2015-02-22,Buy,0.0,931.06,-30267.57,XXA.
2015-01-11,Buy,724.424,1972.51,-29835.17,BLZ
2016-09-02,Sell,0.0,789.16,24684.6,ZJSr
2023-12-10,Withdrawal,621.6108,1948.86,25948.01,NDT.
2013-02-19,Withdrawal,995.1779,1338.57,7012.11,TWM.
2011-04-10,Withdrawal,0.0,1250.74,-40663.31,XWLH
2017-11-26,Withdrawal,0.0,209.34,-17005.55,QRR
2012-02-13,Dividend,115.0007,382.94,-31440.12,URY.
2015-07-22,Split,647.2846,961.48,-9745.71,LFQ.
2021-08-20,Split,0.0,946.02,4461.64,PLJ.
2020-01-26,Buy,989.9998,1840.98,44988.81,ZKD
2011-05-22,Dividend,418.0176,1303.46,-5930.09,UJC
2010-12-06,Withdrawal,750.5698,488.87,39965.17,BCF.
2018-09-16,Dividend,0.0,244.15,-36500.81,KBPP
2019-01-03,Split,926.7363,1525.79,-20705.25,PYNi
2013-04-12,Sell,257.8089,14.15,14321.95,KKY.
2022-09-04,Buy,445.081,1635.95,31630.5,LTG
2011-03-18,Deposit,0.0,13.3,-43815.18,IJVZ
2016-10-19,Sell,85.6765,425.78,13200.97,LZL.
2013-01-09,Sell,264.9668,191.15,44796.75,MLMm
2011-09-13,Withdrawal,475.5693,1391.03,26850.5,VEP.
2020-10-03,Buy,934.0577,681.6,44473.41,VUMl
2014-11-23,Withdrawal,57.24,403.21,41451.64,RMS.
2014-06-04,Dividend,340.5212,188.42,25856.55,GEW.
2024-07-20,Dividend,76.3455,376.93,-20491.57,EMF.
2015-04-10,Split,654.6961,877.32,30115.65,VGA.
2019-06-01,Withdrawal,815.2546,1189.08,-27497.55,ZER.
2014-04-21,Buy,199.3759,1152.92,5013.96,CIA.
2011-06-27,Dividend,900.6751,239.5,4166.61,RSA.
2020-12-28,Withdrawal,504.5477,981.18,-15580.93,IFI
2014-09-05,Sell,0.0,647.98,-201.75,GBO.
2010-11-14,Withdrawal,61.4151,1685.89,42883.28,TWJ.
2016-05-29,Buy,385.4329,1334.9,9801.19,JKV.
2017-05-13,Deposit,0.0,1465.52,-30878.77,CTNI
2015-01-05,Sell,163.2684,516.37,-47159.81,CHY
2022-07-06,Split,204.6587,972.12,-45546.77,AQUH
2023-10-16,Split,75.6422,14.54,-21587.64,JGVI
2013-05-28,Withdrawal,915.1202,816.16,-22141.86,ESBF
2022-02-08,Withdrawal,298.6064,1681.92,-3643.16,ZAZ
2022-03-06,Deposit,566.3841,1293.27,-46120.62,WYYq
2023-12-18,Deposit,661.4398,359.67,35443.08,SMSv
2014-12-12,Dividend,637.457,1916.56,39124.09,YHHB
2015-11-23,Buy,310.6878,142.07,-24657.71,CUFz
2010-11-17,Sell,0.0,454.87,-46772.42,IBJA
2010-12-20,Buy,830.376,1639.56,47068.28,ZKSF
2021-03-06,Sell,586.6423,1511.81,-21674.72,FHP.
2016-11-19,Deposit,291.6518,1790.91,-16232.36,PDY.
2014-07-09,Buy,215.9211,456.4,9342.19,CZXn
2012-09-27,Buy,0.0,618.53,-41502.9,XFI
2018-09-10,Sell,507.8296,942.35,35005.05,GKP.
2020-01-06,Buy,211.2956,1281.21,-15016.5,FBP.
2013-03-27,Dividend,61.7574,741.9,-34268.24,ZES.
2011-01-09,Dividend,181.0657,317.51,44718.75,LCU.
2021-11-11,Dividend,130.3061,1333.56,-19239.3,GWY.
2023-06-22,Withdrawal,2.0783,1280.15,42273.71,VSZ
2013-02-19,Buy,554.8524,893.99,-43219.04,FAU
2010-04-12,Sell,456.2453,1753.97,-29034.95,HSFv
2013-11-25,Buy,55.1721,1284.38,26756.05,NYL.
2020-05-02,Dividend,933.767,1933.92,-16577.19,WAH
2012-11-06,Deposit,697.7545,668.99,-19996.12,TSL.
2023-01-22,Withdrawal,786.4452,1701.21,33672.33,OUX
2016-10-12,Dividend,871.7483,1549.2,44771.85,HDWi
2016-09-01,Split,984.7685,1563.24,9220.82,RCB
2018-12-03,Withdrawal,101.1051,1400.33,28806.99,PKT.
2023-09-04,Sell,608.3395,1018.16,-39470.29,LLA.
2016-03-01,Split,440.4801,1642.38,-41385.54,STJ.
2023-07-31,Split,0.0,1076.05,-24091.75,IPF
2025-04-13,Deposit,563.7962,1743.12,31483.65,KIJ
2016-11-12,Dividend,553.1114,659.26,-7213.93,ARXB
2010-04-25,Dividend,309.4312,826.33,26115.54,KFG
2022-08-26,Sell,304.1837,975.3,47545.92,EZV
2010-08-09,Withdrawal,213.5785,1554.4,7715.44,EHJ.
2020-02-20,Split,605.8065,332.31,-25527.28,VZQn
2022-10-18,Withdrawal,55.2141,123.69,-22933.59,JYS
2011-05-11,Buy,127.7547,1337.86,-41478.68,IWI.
2018-11-14,Dividend,340.6316,1337.98,-3832.93,QMJ
2010-05-07,Deposit,0.0,415.86,-1814.43,WZH
2019-10-24,Split,119.9625,385.6,3423.2,FWHz
2021-10-25,Withdrawal,195.2648,123.0,-25232.22,YICQ
2010-03-18,Sell,0.0,1731.73,-1534.12,AVM.
2015-11-12,Split,0.0,1513.88,31261.61,NFN
2024-06-12,Split,0.0,1175.56,-4966.08,PHA.
2014-05-24,Sell,739.7344,722.26,-20849.41,SOU.
2025-04-18,Withdrawal,0.0,51.91,47838.12,KFC
2014-04-14,Deposit,22.688,1482.31,47854.85,AAV.
2021-06-23,Withdrawal,236.0887,1121.82,7926.73,PEZ
2023-07-05,Withdrawal,487.0147,1763.12,7739.26,VUJn
2012-07-10,Buy,390.4493,1757.13,9170.87,GLER
2016-05-17,Withdrawal,102.1672,1244.97,18635.2,EHL.
2014-02-21,Withdrawal,940.8183,1658.6,25154.92,HEV
2012-08-09,Dividend,411.1401,1730.95,33173.07,QTXL
2021-12-19,Deposit,173.2672,1367.52,-18294.94,JSM.
2011-01-23,Dividend,728.1521,951.3,16625.3,RPWK
2014-08-10,Withdrawal,435.9057,537.84,11677.65,GSE
2011-10-25,Deposit,850.6953,1278.26,6613.61,TSA.
2022-03-21,Withdrawal,38.2306,799.36,-30073.75,KGA
2020-03-09,Buy,200.8651,658.86,30494.31,FGQ
2011-06-26,Withdrawal,988.7467,1615.9,37720.01,VLK
2015-04-18,Dividend,657.0479,768.05,3032.03,PQN.
2018-12-25,Withdrawal,258.1785,643.35,-34652.16,UQH
2021-01-16,Sell,939.8699,60.2,20662.24,BAK
2022-02-14,Deposit,71.4981,814.72,-25731.97,FVS
2021-02-19,Split,199.2451,1566.19,41306.06,AUQs
2018-03-11,Dividend,777.4994,652.37,-49687.72,HIJ
2018-07-22,Dividend,0.0,1318.94,-237.08,RYPJ
2010-08-28,Split,645.16,1158.56,-21213.48,ROT
2019-11-10,Deposit,546.2541,538.11,-32620.5,KFJ
2010-09-07,Buy,725.7902,1691.6,-46206.29,OWA
2023-08-27,Withdrawal,261.05,1663.38,21092.2,CSKH
2018-01-05,Dividend,0.0,1669.85,-11654.44,LLW
2012-02-28,Sell,0.0,773.56,21729.77,UCO.
2011-03-16,Split,730.2142,1988.94,33906.2,WRJI
2012-08-04,Split,636.7164,1325.99,8489.19,WMW.
2025-05-06,Buy,562.5074,1058.43,26973.74,MII
2022-03-13,Buy,712.8674,1561.31,49312.1,PGD
2018-11-20,Deposit,875.9502,1231.17,-28072.64,NUN
2015-04-24,Sell,0.0,54.07,-36611.87,MIFG
2015-06-18,Withdrawal,98.4458,981.09,-5595.43,WZC
2016-04-11,Split,984.4915,1963.82,-20004.42,PRI.
2013-11-03,Sell,443.4085,79.13,-18811.87,EDM.
2023-04-09,Deposit,984.3162,817.75,-15892.63,KDCc
2024-06-14,Sell,0.0,432.48,16082.3,AOF
2025-08-23,Buy,503.6108,80.4,7039.79,ARL.
2018-11-17,Withdrawal,883.1482,996.07,-17497.08,KLQ.
2010-07-28,Withdrawal,218.4669,859.05,28839.28,SJV.
2018-05-15,Withdrawal,506.9142,1584.52,-45246.26,ILHE
2013-11-08,Buy,327.3979,253.33,-17494.26,ACM.
2025-04-20,Buy,521.8294,1926.24,38430.72,PPOB
2025-09-03,Split,410.2989,1039.64,-45837.14,YDN.
2013-12-20,Split,621.8046,60.94,-5186.68,RLZ.
2018-05-28,Deposit,616.9974,1948.23,17278.04,EBGz
2024-12-27,Split,507.2802,1142.57,16480.18,UGR
2012-08-15,Withdrawal,121.5917,482.07,-14722.84,NNY.
2011-05-27,Deposit,948.6846,582.34,-32472.27,GWO.
2025-11-11,Buy,950.0146,1362.85,-37983.23,ARJ
2023-11-21,Deposit,625.6264,118.47,16433.4,LVZ.
2015-11-20,Deposit,960.4517,1208.72,45497.89,TQE
2018-06-30,Withdrawal,367.0037,1077.1,-935.94,MTT.
2020-01-25,Deposit,433.3735,1983.45,-34203.58,ZWG.
2011-10-30,Sell,627.2134,1925.41,-29667.53,DEJ.
2018-07-23,Buy,617.4101,983.13,31653.66,PMAd
2011-09-12,Buy,751.5978,1749.55,-30940.25,AWHE
2024-10-09,Withdrawal,0.0,1459.53,-2548.16,YSB.
2025-01-31,Withdrawal,862.3212,1404.57,-9724.93,EPU
2010-12-26,Withdrawal,0.0,737.05,-7445.6,ZVA
2018-01-31,Withdrawal,900.3423,1178.59,-16796.18,NLFG
2019-01-28,Deposit,473.3683,1174.51,-35547.94,KBF
2019-05-12,Dividend,40.7111,1692.45,-36551.8,OZBM
2010-06-09,Withdrawal,931.8539,1338.15,-33169.8,CAMI
2018-04-24,Sell,881.5871,977.07,16175.97,VOKN
2016-09-11,Withdrawal,600.5047,1189.84,-44233.6,MIMq
2024-09-18,Withdrawal,778.8454,886.72,-22570.98,YQXX
2013-08-30,Sell,437.6233,1272.56,16341.47,ZCX.
2013-07-19,Withdrawal,0.0,1195.43,21584.47,FVI
2025-04-28,Deposit,277.5169,849.54,21043.06,MHRb
2019-11-30,Dividend,781.3192,1219.93,11657.63,GWOS
2017-06-24,Deposit,209.7204,1527.64,-31483.14,UJK.
2011-12-14,Buy,188.7999,1298.04,-4373.05,ULU.
2018-03-04,Split,0.0,267.45,22731.0,OLAI
2023-02-14,Buy,0.0,1326.57,-30080.32,TCC
2013-12-28,Deposit,0.0,1015.95,36830.64,POE
2021-05-10,Withdrawal,762.1139,1530.05,-17812.6,FNDL
2017-06-24,Buy,0.0,643.48,21782.96,UML
2016-03-05,Sell,462.2716,1021.12,21216.37,FOBJ
2025-04-18,Buy,0.0,78.86,-14247.68,YLB.
2018-12-15,Dividend,0.0,489.57,-48848.39,RDX.
2021-05-16,Withdrawal,170.1905,1613.07,-36257.13,YMQm
2022-02-06,Sell,234.9228,733.2,37128.1,JKI
2016-10-13,Buy,190.4431,604.12,-15549.16,RLB.
2017-07-02,Buy,203.1299,1366.85,-42780.52,HGEl
2013-10-02,Deposit,369.0069,811.07,-39941.36,GIA.
2020-07-18,Split,257.0852,640.89,15361.73,RHZ
2016-02-12,Split,697.4459,279.79,-13276.07,DNAw
2019-10-22,Split,0.0,1955.48,16280.21,EUUc
2018-08-14,Buy,920.9388,806.61,-47337.56,VVEl
2018-02-23,Sell,0.0,1616.71,-19723.57,LAQt
2014-09-28,Withdrawal,818.2561,1981.84,1965.67,VUR
2018-03-26,Dividend,681.5124,1810.6,5092.39,OBLy
2011-08-13,Split,642.7749,1084.2,35701.87,ZBOS
2020-06-27,Dividend,532.0796,1436.7,17931.23,BWK
2014-05-06,Deposit,371.9097,874.89,-36118.07,XXK.
2022-11-12,Split,256.9133,629.2,-678.25,LNA
2014-08-14,Deposit,152.4385,704.32,-8010.93,DJCP
2022-07-27,Withdrawal,0.0,1874.99,-31617.93,XBD.
2020-08-31,Dividend,187.05,1060.43,20774.41,QLGw
2022-01-27,Withdrawal,477.554,259.77,-3656.48,MPSb
2011-02-27,Sell,479.3271,1525.96,-41028.21,CFE.
2018-10-04,Dividend,633.4615,318.7,-69.34,RKQ
2020-11-24,Deposit,755.5298,427.0,-9333.02,CWH.
2011-03-15,Dividend,987.2463,831.34,7323.75,RBA
2011-11-10,Dividend,238.3169,910.7,-2235.2,CTC
2013-05-17,Deposit,899.5168,831.32,-26892.01,MTDK
2024-09-07,Dividend,819.5028,1940.31,37083.59,JUL
2020-07-22,Dividend,942.2489,497.29,4952.09,VGI
2025-11-19,Sell,503.138,1884.29,2322.53,PNId
2011-09-08,Deposit,305.0006,106.29,3350.86,XYO.
2010-07-20,Withdrawal,711.4041,879.37,49990.16,SNSk
2025-03-26,Deposit,485.8004,1566.71,-40086.02,DUD.
2021-05-01,Withdrawal,94.5602,930.5,31918.72,NSC
2024-02-04,Withdrawal,0.0,865.74,47654.98,IYL.
2018-02-17,Sell,777.3887,115.77,43071.97,XJPv
2020-12-06,Sell,581.2429,715.66,11007.67,LOU.
2015-04-13,Dividend,0.0,1867.12,25771.63,HNX.
2011-02-04,Split,305.1131,1563.01,-5929.17,UPT
2023-09-22,Deposit,812.9273,1555.91,41578.23,UNA.
2016-03-08,Withdrawal,38.7562,444.16,-37975.18,XMD.
2015-11-01,Deposit,570.7235,711.31,10049.44,GZNW
2019-11-08,Split,494.7073,1312.41,-9516.68,ESJ.
2020-03-06,Split,779.8138,1743.07,-48834.92,MLEo
2023-03-28,Buy,0.0,885.4,44829.2,VLX.
2019-04-07,Sell,361.077,404.9,-45192.14,EVH
2018-03-23,Deposit,914.1679,1510.68,-41692.39,KPA
2011-12-14,Split,102.5205,78.07,-13713.45,HGA.
2011-06-28,Deposit,765.7383,937.26,-46242.8,WTCw
2023-10-09,Buy,825.8713,299.86,-36755.94,FEH
2019-06-06,Dividend,0.0,1695.49,24650.99,OKWR
2015-05-15,Split,149.1641,291.26,-38371.5,NDV.
2020-04-11,Split,565.3696,754.71,-11296.6,GQJ.
2021-10-14,Dividend,841.1712,1688.59,-16280.32,ZDW
2024-04-22,Buy,566.0079,400.14,-47527.98,QQPK
2016-02-08,Withdrawal,616.6727,1980.7,-30433.1,VTM
2012-12-24,Sell,960.2285,671.93,-12306.17,DCK.
2011-10-31,Split,539.5238,1522.26,4586.2,AVN
2014-02-09,Withdrawal,486.5668,1061.09,-39370.65,ONZb
2019-10-17,Sell,469.8635,1980.4,16227.44,FESc
2012-03-28,Dividend,379.5282,1344.63,-34142.04,TPF.
2013-01-21,Split,0.0,976.71,-41199.94,MOA.
2021-07-14,Buy,934.3482,716.48,-35240.0,WOY
2021-04-11,Split,0.0,715.36,34510.42,PBU.
2017-01-18,Dividend,0.0,346.9,-35125.54,TWYF
2016-10-31,Sell,0.0,1827.04,-18412.26,LDA
2020-07-07,Sell,0.0,1886.0,11141.56,IMA
2025-07-20,Deposit,13.4386,777.12,30000.26,WAAR
2014-07-01,Withdrawal,433.8462,1692.27,541.44,IDFG
2019-07-23,Dividend,183.2544,1121.6,13940.12,UWM.
2025-01-25,Sell,388.7053,1708.87,18075.68,TWE.
2012-05-14,Deposit,171.636,434.17,-43350.98,URP.
2014-03-01,Withdrawal,327.8914,36.99,-12068.86,EBB
2018-07-02,Deposit,365.448,1929.85,17748.85,RKJ
2024-07-26,Split,940.9148,227.63,30970.43,ULG
2022-05-22,Buy,909.2062,1926.3,-20175.93,ISY.
2013-01-09,Withdrawal,313.2031,642.63,4008.23,UYYk
2012-03-06,Deposit,834.3041,1158.67,33713.63,GHF
2018-04-28,Deposit,176.0578,214.69,-2691.35,PZWa
2014-09-22,Deposit,766.1817,1225.29,19828.81,BOR.
2020-01-12,Withdrawal,0.0,899.05,36091.31,PXQ
2021-08-15,Deposit,345.424,1139.07,-27338.37,NEWX
2024-12-10,Split,181.0693,778.72,29760.38,CIT.
2022-06-30,Sell,0.0,1119.8,-30673.56,TEP
2020-01-08,Deposit,910.9984,255.27,37544.71,DBW.
2011-05-19,Buy,898.5172,99.2,7456.31,LQEL
2014-05-07,Withdrawal,87.9868,1345.14,-23686.91,OTT
2019-03-03,Deposit,0.0,1597.32,-48873.04,FPN
2024-04-01,Deposit,117.5853,1183.89,13811.57,KRXS
2011-03-31,Buy,0.0,1103.2,-17148.7,RJK
2025-05-08,Dividend,0.0,570.92,33179.25,KZZ.
2025-04-13,Sell,467.496,1939.22,-14799.07,CWV
2013-07-02,Split,113.81,224.92,-14782.87,KJVn
2015-12-13,Sell,280.9497,550.94,-20785.3,BNSa
2021-06-07,Buy,0.0,743.23,954.98,URN
2021-03-01,Dividend,92.0541,1820.44,49855.91,LKM.
2010-09-06,Split,399.7608,276.49,22502.95,CHSw
2025-04-09,Withdrawal,913.0681,1773.26,-18389.52,ZJWV
2015-10-10,Split,908.4251,1432.22,14585.71,NTV.
2022-01-29,Dividend,989.9934,1865.69,19840.66,SIE
2024-06-26,Sell,171.2164,160.73,42909.58,KCGV
2022-01-24,Buy,0.0,1994.12,26263.29,XLZ
2018-05-30,Deposit,301.8197,1526.52,32031.37,RTQ
2018-12-07,Withdrawal,0.0,107.92,42272.8,OWD.
2025-11-17,Withdrawal,241.0037,194.07,30517.19,WRDD
2024-05-20,Withdrawal,0.0,1538.44,12458.82,GJI
2015-10-08,Sell,335.7532,1177.11,16010.96,LKM
2023-08-19,Deposit,957.3882,854.56,-5893.94,RVUY
2024-11-29,Deposit,189.0034,12.57,-863.28,XEP.
2010-10-01,Withdrawal,706.42,556.63,3154.47,LYQ
2021-04-03,Deposit,0.0,613.03,14919.18,WBO.
2017-04-05,Deposit,601.364,1628.2,-30903.4,KICs
2021-08-13,Deposit,37.0065,1155.78,2257.31,VYRU
2025-03-30,Split,0.0,1199.85,-41769.66,IAC.
2019-12-09,Sell,430.4954,1451.51,21487.77,KLS.
2017-10-29,Deposit,216.5202,1626.96,-36808.47,ATAZ
2023-09-10,Dividend,0.0,1205.9,19183.02,NEA.
2023-03-10,Withdrawal,792.3981,283.23,-43182.8,TCL.
2011-05-07,Buy,262.9301,331.17,-33213.64,VAG.
2015-10-28,Sell,76.6443,1996.12,-21871.19,QXCH
2016-06-05,Deposit,652.4626,1526.82,18433.49,XVVP
2010-10-09,Deposit,195.7523,1982.69,-2510.95,VTC.
2020-11-22,Dividend,432.0928,269.53,47690.8,NHHV
2024-09-17,Deposit,318.6756,1117.16,-26559.64,NBOF
2022-05-19,Dividend,352.3581,1798.86,42997.2,TMP.
2018-01-24,Deposit,349.5112,216.45,-30971.75,CZX.
2015-07-30,Deposit,0.0,1982.1,-18408.26,ULAl
2017-01-20,Split,127.7461,1101.22,43513.59,VTL.
2015-10-26,Dividend,148.0651,1916.65,-29706.86,OWAH
2016-09-20,Split,0.0,1500.32,-28261.56,MVQ.
2018-08-17,Buy,177.2596,1548.72,7302.23,DOH
2023-01-31,Deposit,656.1202,823.67,-16116.19,DFPQ
2017-12-04,Split,901.5218,1898.22,37427.99,FZXf
2013-06-05,Dividend,440.4717,1595.75,-19620.52,ODP
2017-10-03,Buy,362.0418,198.55,30451.92,IFAG
2025-06-28,Deposit,987.2789,430.76,26833.11,LDF
2015-12-10,Dividend,0.0,98.99,31601.02,WOT.
2020-10-30,Buy,499.5833,1673.5,-26786.62,KKI.
2019-01-20,Buy,959.8296,1656.03,22810.87,SOP
2012-02-20,Split,951.5679,596.06,-40457.15,KJX
2018-10-27,Deposit,893.0154,560.86,-39226.51,PNRO
2013-07-28,Sell,71.2021,1184.16,-4020.3,WGW.
2010-04-28,Deposit,828.6534,374.0,-39168.23,TDCH
2013-01-29,Sell,613.5779,352.36,37749.58,WHCA
2025-04-03,Withdrawal,0.0,1314.24,-8970.31,COX.
2013-01-10,Buy,89.6353,177.25,-26747.54,EDC.
2010-11-01,Withdrawal,0.0,1949.0,49521.26,MGT.
2012-09-12,Dividend,0.0,111.47,-23100.95,NZG
2018-02-11,Deposit,0.0,1293.38,42674.69,LPUE
2018-08-11,Split,168.3528,245.65,1994.33,WFP.
2014-06-08,Buy,0.0,1130.75,40687.61,WDNC
2023-10-06,Sell,0.0,217.81,-44548.44,VAT
2019-06-13,Dividend,0.0,893.27,46499.3,LAI
2019-04-22,Deposit,612.5781,1214.0,-31273.08,LTUK
2020-12-27,Dividend,543.6876,566.53,1563.81,UGYu
2011-11-22,Deposit,727.7973,1240.41,49096.74,JJEC
2019-07-12,Buy,346.7735,1803.16,-37110.41,CZQ.
2011-03-07,Split,660.6615,962.95,-17518.01,XOA.
2010-07-21,Withdrawal,71.1661,937.67,-9138.24,FAIT
2022-08-15,Withdrawal,503.0839,294.6,4157.14,OVBO
2024-09-18,Withdrawal,961.4803,1698.69,-17648.31,VCFj
2011-08-10,Buy,254.1205,1066.66,46924.88,KAQo
2018-01-31,Deposit,528.2632,422.6,-31491.67,GWOC
2019-08-03,Withdrawal,0.0,1653.22,8033.14,FCP.
2010-11-12,Sell,119.3149,580.69,20303.4,KTU
2014-05-28,Dividend,510.1572,900.82,47453.16,GXH
2022-06-01,Withdrawal,74.5264,1587.04,37163.95,PRJ.
2016-09-07,Withdrawal,0.0,1162.28,-47351.59,LVB
2014-10-22,Split,0.0,1904.79,-4406.15,FOO.
2016-08-19,Withdrawal,514.0933,1041.73,3213.58,YVCL
2013-10-06,Withdrawal,0.0,1427.34,-38100.65,VHU
2019-07-08,Withdrawal,223.3492,174.89,-3342.83,PNF
2010-07-21,Deposit,560.8833,1979.53,-4132.22,XRL.
2024-09-27,Buy,748.7902,1442.31,-10892.62,JKS
2010-10-26,Dividend,466.5839,1136.2,29556.92,NLY.
2020-11-20,Buy,793.2673,1187.24,45634.21,KZJc
2018-02-07,Split,371.778,597.47,-18890.94,EYG
2016-04-14,Deposit,0.0,1950.63,-31917.34,DUD.
2016-08-10,Dividend,314.2705,1325.07,-25956.95,ABAm
2025-07-23,Sell,633.386,563.88,-33458.66,GSC
2013-01-07,Deposit,583.6636,1326.58,14790.97,AMT.
2018-12-20,Dividend,295.4232,1628.97,-19756.33,VHV
2012-12-18,Withdrawal,412.984,1890.82,44162.91,MZCA
2021-08-14,Deposit,144.7132,478.76,27448.1,GFIa
2017-10-23,Dividend,166.1267,648.88,-48035.08,ZVW.
2024-03-09,Buy,328.884,1609.52,23490.73,SDQ
2016-01-08,Withdrawal,0.0,1266.67,37475.38,QUV.
2013-04-19,Buy,199.1488,740.4,45497.28,HXC.
2019-05-18,Split,0.0,253.21,42666.79,LFV
2011-12-21,Buy,882.8251,1033.23,1927.48,MQIF
2020-12-22,Buy,725.0887,1829.37,102.97,TDVJ
2017-03-30,Sell,392.621,832.99,6135.13,MSH.
2014-03-11,Withdrawal,287.855,699.95,36885.61,NQW
2025-08-14,Sell,233.1128,1102.71,5057.76,OJZs
2012-04-06,Split,64.2729,1959.23,5228.1,VRT.
2011-05-12,Deposit,339.6487,1014.96,22459.02,TISj
2019-09-17,Withdrawal,835.0245,52.42,2527.1,TBR
