Date,Activity,Ticker,Quantity,Price,Amount
2025-10-14,Dividend,AMZN,76,76.65,16.26
2021-04-23,Dividend,AAPL,21,492.31,49.98
2022-10-12,Dividend,GOOG,70,342.19,46.49
2025-01-21,Buy,AMZN,55,189.24,10408.2
2024-12-24,Dividend,AAPL,96,299.11,47.31
2023-01-26,Buy,MSFT,94,309.75,29116.5
2024-02-12,Dividend,MSFT,96,239.34,44.58
2022-10-30,Dividend,GOOG,37,359.19,4.66
2024-02-19,Sell,AAPL,23,53.87,1239.01
2025-06-29,Buy,MSFT,51,358.35,18275.85
2022-01-16,Dividend,GOOG,78,383.75,15.6
2024-01-23,Sell,TSLA,76,399.11,30332.36
2022-08-02,Buy,AMZN,81,409.51,33170.31
2023-09-17,Buy,TSLA,85,99.11,8424.35
2022-09-02,Buy,MSFT,93,51.41,4781.13
2023-07-29,Dividend,GOOG,90,169.59,7.24
2023-12-07,Sell,TSLA,34,171.47,5829.98
2021-05-23,Buy,AMZN,7,354.74,2483.18
2023-07-17,Buy,GOOG,49,370.63,18160.87
2022-06-24,Dividend,MSFT,40,400.23,18.34
2024-08-12,Dividend,MSFT,85,243.32,2.67
2021-04-03,Sell,MSFT,81,107.47,8705.07
2025-10-17,Dividend,AMZN,18,272.6,21.81
2022-11-18,Dividend,GOOG,60,179.82,23.81
2023-11-19,Sell,TSLA,54,334.9,18084.6
2021-02-05,Buy,TSLA,65,277.61,18044.65
2023-08-01,Sell,GOOG,15,353.67,5305.05
2021-08-26,Sell,MSFT,12,238.3,2859.6
2022-05-30,Buy,AAPL,10,232.3,2323.0
2024-09-26,Dividend,TSLA,10,319.62,22.02
2022-08-19,Buy,TSLA,53,195.89,10382.17
2023-11-10,Buy,GOOG,25,107.83,2695.75
2024-08-12,Sell,AMZN,81,94.46,7651.26
2025-02-26,Buy,MSFT,26,109.75,2853.5
2023-05-19,Buy,GOOG,42,398.2,16724.4
2025-01-14,Sell,GOOG,17,253.39,4307.63
2021-03-15,Sell,GOOG,68,491.2,33401.6
2023-09-14,Dividend,AMZN,73,177.81,31.06
2023-08-16,Dividend,MSFT,50,129.62,41.33
2025-06-25,Dividend,TSLA,6,88.4,6.17
2023-03-19,Dividend,GOOG,7,217.57,33.84
2021-07-17,Buy,GOOG,45,223.37,10051.65
2022-06-24,Buy,TSLA,87,266.25,23163.75
2025-07-08,Dividend,TSLA,20,185.1,46.73
2023-09-23,Buy,AAPL,35,183.39,6418.65
2022-01-18,Sell,GOOG,84,284.62,23908.08
2022-05-03,Dividend,MSFT,81,317.28,42.63
2025-06-03,Dividend,GOOG,21,163.16,32.42
2023-10-07,Buy,AAPL,78,432.26,33716.28
2024-07-08,Dividend,GOOG,95,196.4,18.85
2021-11-19,Dividend,MSFT,37,458.29,36.2
2022-10-22,Buy,TSLA,72,117.16,8435.52
2022-09-02,Sell,GOOG,53,206.35,10936.55
2025-07-01,Dividend,MSFT,18,205.97,24.96
2021-11-18,Sell,MSFT,10,85.05,850.5
2023-10-14,Buy,GOOG,8,52.17,417.36
2024-04-17,Sell,TSLA,10,76.38,763.8
2022-09-06,Buy,AMZN,11,93.82,1032.02
2021-11-13,Dividend,AAPL,10,207.87,25.54
2022-01-15,Buy,AAPL,64,227.49,14559.36
2021-05-16,Dividend,AAPL,61,162.3,35.32
2023-08-18,Dividend,AAPL,34,191.71,13.58
2025-02-14,Buy,MSFT,43,474.84,20418.12
2022-12-16,Dividend,AAPL,97,216.98,13.31
2025-12-01,Dividend,GOOG,1,194.16,24.64
2023-01-12,Buy,AMZN,5,239.82,1199.1
2023-12-31,Sell,MSFT,91,86.98,7915.18
2024-08-05,Dividend,AMZN,98,130.07,30.75
2025-11-03,Dividend,MSFT,12,63.03,40.3
2025-10-10,Buy,TSLA,63,286.86,18072.18
2023-10-16,Buy,MSFT,74,130.91,9687.34
2024-03-22,Buy,MSFT,70,269.98,18898.6
2023-05-23,Sell,TSLA,39,208.07,8114.73
2023-06-02,Dividend,TSLA,38,228.82,37.08
2025-02-26,Dividend,AMZN,3,72.45,42.71
2022-04-29,Buy,AAPL,20,163.85,3277.0
2022-02-10,Buy,MSFT,40,438.82,17552.8
2022-07-15,Dividend,MSFT,23,179.31,1.62
2022-10-28,Buy,MSFT,26,169.06,4395.56
2023-08-24,Sell,MSFT,26,245.05,6371.3
2021-04-02,Sell,AAPL,6,271.18,1627.08
2025-02-12,Buy,GOOG,41,87.75,3597.75
2021-08-23,Sell,AAPL,19,163.69,3110.11
2023-02-03,Buy,TSLA,40,198.38,7935.2
2021-05-19,Dividend,TSLA,28,70.64,46.92
2024-07-20,Buy,MSFT,71,157.78,11202.38
2024-11-24,Dividend,GOOG,27,195.66,1.8
2024-11-03,Dividend,MSFT,12,443.27,10.17
2025-11-25,Buy,AMZN,82,140.41,11513.62
2024-11-09,Dividend,TSLA,24,142.79,23.04
2023-01-29,Dividend,MSFT,85,256.19,37.04
2023-09-04,Sell,TSLA,44,60.51,2662.44
2021-02-27,Dividend,AAPL,61,108.32,25.57
2022-06-24,Dividend,GOOG,19,229.1,45.29
2023-05-16,Sell,GOOG,20,423.09,8461.8
2025-04-09,Buy,AAPL,95,335.11,31835.45
2025-08-22,Buy,AAPL,7,227.95,1595.65
2024-12-11,Dividend,AAPL,43,475.51,8.34
2024-09-21,Buy,GOOG,86,126.52,10880.72
2024-05-05,Buy,AAPL,13,136.11,1769.43
2025-10-03,Buy,GOOG,56,344.25,19278.0
2024-11-04,Dividend,AMZN,7,498.33,33.26
2025-09-27,Buy,TSLA,33,444.97,14684.01
2022-03-05,Sell,TSLA,69,58.13,4010.97
2024-08-21,Dividend,AAPL,8,314.52,20.5
2021-01-02,Dividend,AMZN,16,486.93,39.13
2023-10-03,Buy,GOOG,21,224.8,4720.8
2025-09-30,Buy,AAPL,28,189.1,5294.8
2023-07-04,Buy,AAPL,2,224.38,448.76
2025-03-25,Buy,TSLA,21,89.41,1877.61
2022-05-25,Buy,MSFT,45,432.43,19459.35
2022-01-10,Dividend,TSLA,64,199.5,40.34
2023-05-05,Sell,MSFT,46,57.56,2647.76
2021-01-28,Sell,AMZN,16,74.72,1195.52
2023-03-21,Dividend,MSFT,8,348.11,43.83
2021-06-13,Dividend,TSLA,91,261.81,21.91
2022-06-25,Buy,MSFT,72,332.35,23929.2
2023-12-04,Buy,AAPL,63,392.72,24741.36
2021-09-22,Buy,MSFT,80,108.73,8698.4
2021-03-12,Buy,GOOG,31,343.34,10643.54
2025-01-18,Dividend,AMZN,82,328.11,8.17
2022-01-20,Sell,GOOG,81,59.33,4805.73
2022-10-27,Dividend,AMZN,77,259.27,35.08
2021-09-24,Dividend,TSLA,18,375.48,22.6
2023-10-31,Sell,AMZN,68,337.34,22939.12
2021-01-21,Buy,GOOG,93,494.91,46026.63
2021-12-27,Sell,GOOG,70,480.17,33611.9
2021-11-12,Buy,MSFT,25,113.5,2837.5
2024-10-26,Sell,AMZN,50,165.13,8256.5
2021-07-10,Dividend,MSFT,53,235.87,27.23
2024-10-19,Sell,MSFT,29,234.77,6808.33
2023-08-20,Buy,TSLA,35,261.83,9164.05
2025-12-07,Buy,GOOG,36,172.91,6224.76
2021-05-27,Buy,TSLA,9,202.54,1822.86
2021-12-27,Sell,GOOG,5,133.4,667.0
2023-12-20,Dividend,MSFT,92,65.17,48.81
2021-03-25,Dividend,TSLA,36,389.7,15.45
2023-09-14,Buy,TSLA,76,453.74,34484.24
2025-04-15,Dividend,AAPL,67,177.17,30.68
2021-09-14,Dividend,AMZN,9,340.7,32.54
2025-08-29,Sell,TSLA,84,237.37,19939.08
2025-11-14,Dividend,GOOG,61,205.3,43.78
2025-01-20,Dividend,GOOG,5,437.99,1.7
2025-03-22,Dividend,AMZN,1,217.08,41.85
2021-12-12,Buy,AMZN,97,100.24,9723.28
2022-12-19,Dividend,AAPL,79,132.94,9.97
2023-06-13,Buy,TSLA,86,318.97,27431.42
2021-02-14,Dividend,MSFT,17,434.68,25.45
2021-01-01,Sell,AMZN,4,414.99,1659.96
2023-04-21,Sell,AAPL,50,177.39,8869.5
2022-02-20,Dividend,AAPL,93,404.53,34.27
2021-12-22,Buy,AMZN,9,154.03,1386.27
2023-04-29,Dividend,AAPL,93,309.23,21.8
2022-06-10,Buy,GOOG,5,327.46,1637.3
2023-06-05,Sell,GOOG,41,83.22,3412.02
2023-01-03,Dividend,AMZN,21,151.37,8.57
2021-04-26,Buy,TSLA,57,126.25,7196.25
2021-05-22,Dividend,TSLA,19,467.27,19.46
2022-11-07,Dividend,GOOG,69,441.21,8.55
2023-09-02,Sell,AAPL,31,284.91,8832.21
2025-10-09,Dividend,AMZN,96,443.79,11.23
2024-02-20,Buy,TSLA,27,132.78,3585.06
2021-11-18,Sell,MSFT,25,499.5,12487.5
2022-10-30,Sell,TSLA,60,310.14,18608.4
2022-02-09,Buy,GOOG,10,446.14,4461.4
2021-02-20,Buy,AAPL,68,83.81,5699.08
2021-08-13,Dividend,MSFT,26,300.43,45.82
2022-04-12,Sell,AMZN,36,303.92,10941.12
2022-11-08,Sell,MSFT,22,405.38,8918.36
2022-07-11,Sell,AAPL,15,321.73,4825.95
2022-03-12,Dividend,GOOG,80,231.58,2.19
2025-07-11,Buy,GOOG,11,128.36,1411.96
2023-09-23,Sell,TSLA,2,197.79,395.58
2021-12-09,Dividend,AMZN,32,125.95,14.42
2022-04-21,Dividend,AAPL,28,81.24,5.57
2022-08-29,Dividend,TSLA,37,211.37,45.5
2023-01-02,Sell,AAPL,87,138.47,12046.89
2024-06-08,Buy,TSLA,18,271.35,4884.3
2022-04-17,Buy,TSLA,78,312.92,24407.76
2024-04-09,Buy,MSFT,92,152.31,14012.52
2023-03-07,Buy,GOOG,99,199.64,19764.36
2025-04-12,Buy,GOOG,88,221.63,19503.44
2022-05-04,Sell,TSLA,33,122.78,4051.74
2023-10-09,Dividend,MSFT,34,312.89,47.86
2021-01-15,Sell,TSLA,82,305.42,25044.44
2021-11-05,Buy,MSFT,84,477.9,40143.6
2023-08-23,Buy,TSLA,54,439.11,23711.94
2025-03-25,Dividend,AAPL,50,301.61,48.49
2024-10-12,Dividend,AMZN,46,256.03,19.01
2021-04-06,Sell,AAPL,21,308.25,6473.25
2023-06-01,Sell,MSFT,88,52.7,4637.6
2024-06-07,Dividend,AMZN,67,299.68,26.32
2023-01-05,Sell,AAPL,79,415.72,32841.88
2021-06-19,Dividend,AAPL,72,434.03,45.17
2025-11-27,Dividend,AAPL,8,152.14,31.28
2024-08-12,Sell,GOOG,46,285.4,13128.4
2025-10-09,Dividend,AMZN,68,125.04,35.34
2024-07-16,Sell,TSLA,72,301.38,21699.36
2024-11-19,Dividend,GOOG,77,97.12,24.38
2022-09-06,Sell,GOOG,44,226.6,9970.4
2025-02-18,Buy,AMZN,41,468.16,19194.56
2021-09-23,Buy,TSLA,38,95.35,3623.3
2024-08-09,Dividend,TSLA,8,99.12,36.13
2022-02-04,Dividend,MSFT,43,493.07,27.52
2023-07-09,Dividend,TSLA,73,255.06,23.03
2023-03-08,Buy,AAPL,24,153.77,3690.48
2021-05-15,Dividend,AMZN,14,69.71,6.87
2023-12-01,Buy,AMZN,83,496.94,41246.02
2024-07-24,Buy,AAPL,53,137.27,7275.31
2025-05-28,Sell,AAPL,31,87.43,2710.33
2025-01-22,Buy,GOOG,64,472.12,30215.68
2025-06-04,Sell,AMZN,70,484.21,33894.7
2024-01-11,Buy,MSFT,61,95.75,5840.75
2025-01-16,Buy,GOOG,50,340.77,17038.5
2024-10-10,Buy,TSLA,52,99.77,5188.04
2025-08-17,Dividend,GOOG,18,357.7,10.77
2022-09-20,Buy,MSFT,15,205.92,3088.8
2022-09-15,Sell,AAPL,94,351.79,33068.26
2023-03-02,Dividend,AMZN,25,188.74,41.44
2023-08-02,Buy,GOOG,77,312.73,24080.21
2024-09-13,Buy,AMZN,10,395.54,3955.4
2022-05-03,Dividend,TSLA,55,111.59,31.59
2024-02-22,Buy,GOOG,98,238.41,23364.18
2024-03-22,Sell,AMZN,61,303.14,18491.54
2021-04-06,Buy,GOOG,40,146.22,5848.8
2022-11-22,Sell,AAPL,31,361.21,11197.51
2025-10-10,Buy,AAPL,24,467.65,11223.6
2025-07-22,Dividend,MSFT,47,128.99,6.51
2024-11-17,Sell,AAPL,77,366.69,28235.13
2025-09-06,Dividend,AMZN,95,291.57,10.92
2023-07-22,Sell,GOOG,60,471.34,28280.4
2025-11-06,Buy,TSLA,45,157.47,7086.15
2025-06-09,Dividend,AMZN,50,183.7,41.16
2024-04-28,Buy,MSFT,67,496.0,33232.0
2022-07-13,Dividend,TSLA,77,91.71,19.08
2024-05-27,Buy,TSLA,70,391.32,27392.4
2022-08-10,Sell,AMZN,39,485.8,18946.2
2024-07-07,Sell,AAPL,74,155.76,11526.24
2024-05-27,Sell,AMZN,3,292.8,878.4
2021-04-20,Sell,AAPL,94,302.06,28393.64
2023-06-14,Buy,TSLA,85,209.85,17837.25
2022-08-05,Sell,AMZN,73,63.99,4671.27
2021-02-14,Dividend,GOOG,21,166.03,14.35
2023-04-10,Buy,GOOG,87,249.5,21706.5
2024-10-14,Buy,AMZN,20,320.34,6406.8
2021-03-21,Dividend,AMZN,65,239.77,33.55
2023-09-28,Dividend,AMZN,6,90.98,37.89
2025-08-08,Sell,AAPL,59,242.28,14294.52
2024-06-21,Buy,TSLA,35,272.6,9541.0
2021-06-03,Dividend,GOOG,73,55.14,48.77
2022-09-15,Sell,AAPL,13,305.52,3971.76
2023-08-19,Buy,AAPL,9,124.37,1119.33
2022-11-01,Buy,TSLA,21,109.78,2305.38
2025-02-16,Buy,MSFT,14,229.11,3207.54
2021-06-06,Buy,AAPL,28,477.37,13366.36
2021-07-17,Dividend,GOOG,42,337.1,25.98
2021-12-27,Dividend,AAPL,87,70.52,26.91
2022-10-06,Sell,TSLA,81,80.39,6511.59
2024-12-29,Buy,AMZN,43,121.84,5239.12
2021-02-19,Buy,MSFT,31,171.48,5315.88
2021-01-07,Dividend,AAPL,26,117.88,12.74
2024-09-15,Buy,MSFT,81,317.8,25741.8
2025-02-16,Sell,AAPL,37,114.63,4241.31
2020-12-26,Dividend,AAPL,97,131.18,29.44
2022-11-09,Sell,AMZN,85,331.58,28184.3
2022-12-21,Sell,AAPL,40,461.72,18468.8
2023-11-29,Sell,AMZN,49,184.5,9040.5
2025-04-04,Sell,MSFT,17,434.8,7391.6
2023-03-31,Sell,TSLA,55,355.0,19525.0
2024-12-30,Dividend,GOOG,13,125.92,48.63
2021-09-16,Sell,MSFT,51,317.46,16190.46
2020-12-30,Sell,AMZN,6,481.32,2887.92
2025-03-13,Dividend,AAPL,30,320.67,12.55
2021-05-06,Buy,AMZN,46,79.17,3641.82
2020-12-20,Dividend,AAPL,73,160.58,39.82
2024-06-09,Dividend,MSFT,22,439.35,29.14
2023-03-31,Sell,MSFT,85,134.74,11452.9
2022-08-30,Sell,TSLA,83,354.51,29424.33
2021-06-10,Buy,GOOG,61,310.7,18952.7
2024-11-22,Buy,TSLA,15,258.17,3872.55
2022-05-28,Buy,AAPL,59,481.32,28397.88
2024-12-07,Sell,GOOG,98,197.31,19336.38
2022-08-23,Sell,AAPL,47,296.8,13949.6
2021-09-08,Sell,TSLA,77,374.46,28833.42
2025-11-19,Sell,TSLA,56,108.57,6079.92
2022-09-15,Sell,MSFT,63,452.15,28485.45
2025-01-29,Buy,TSLA,61,147.52,8998.72
2021-03-05,Dividend,TSLA,23,473.16,37.75
2022-08-17,Dividend,AMZN,61,301.7,21.88
2022-01-26,Buy,MSFT,70,463.68,32457.6
2025-11-14,Dividend,TSLA,57,302.2,19.27
2024-08-06,Buy,MSFT,39,410.75,16019.25
2023-12-28,Buy,TSLA,87,208.09,18103.83
2023-08-28,Dividend,GOOG,42,142.04,30.47
2024-11-27,Sell,AMZN,63,467.04,29423.52
2024-10-26,Dividend,AMZN,61,134.59,24.54
2022-01-14,Buy,TSLA,61,260.26,15875.86
2021-09-15,Sell,GOOG,72,277.77,19999.44
2022-07-31,Dividend,TSLA,97,325.29,31.29
2023-03-26,Buy,TSLA,54,119.08,6430.32
2023-06-17,Buy,TSLA,69,65.63,4528.47
2022-01-04,Sell,TSLA,38,157.71,5992.98
2024-04-22,Buy,GOOG,32,245.35,7851.2
2022-05-19,Buy,MSFT,91,486.71,44290.61
2024-10-16,Sell,MSFT,83,469.71,38985.93
2022-12-24,Sell,AMZN,6,220.37,1322.22
2021-07-24,Sell,AMZN,72,206.04,14834.88
2023-10-28,Sell,AAPL,57,442.51,25223.07
2024-09-12,Buy,AMZN,25,470.7,11767.5
2023-01-15,Sell,TSLA,43,333.59,14344.37
2021-12-29,Buy,AAPL,83,319.2,26493.6
2024-11-10,Sell,MSFT,92,150.36,13833.12
2024-11-13,Buy,AAPL,100,96.72,9672.0
2024-11-21,Dividend,MSFT,17,76.66,7.26
2024-02-26,Dividend,GOOG,49,448.62,49.72
2022-02-18,Sell,AAPL,17,327.47,5566.99
2021-04-07,Sell,MSFT,31,189.77,5882.87
2022-02-17,Sell,TSLA,97,335.45,32538.65
2025-03-13,Sell,AAPL,80,98.38,7870.4
2025-06-14,Sell,MSFT,34,67.86,2307.24
2022-06-02,Sell,TSLA,40,429.25,17170.0
2023-09-21,Dividend,AAPL,37,361.56,38.66
2024-04-25,Dividend,AAPL,58,192.85,15.17
2021-06-23,Buy,MSFT,88,294.68,25931.84
2023-10-01,Dividend,AMZN,21,61.43,13.97
2022-01-03,Buy,MSFT,52,83.78,4356.56
2022-12-16,Dividend,GOOG,64,435.47,5.61
2024-10-05,Buy,GOOG,37,344.04,12729.48
2021-06-29,Dividend,AMZN,35,417.93,35.56
2025-04-13,Sell,MSFT,49,254.06,12448.94
2023-01-02,Dividend,TSLA,64,420.17,14.62
2024-11-03,Buy,AAPL,46,154.27,7096.42
2021-10-15,Sell,AAPL,49,291.6,14288.4
2022-01-28,Sell,GOOG,45,395.79,17810.55
2022-03-13,Buy,TSLA,32,484.62,15507.84
2023-01-02,Sell,GOOG,43,373.9,16077.7
2022-06-12,Sell,AMZN,78,406.09,31675.02
2023-09-19,Dividend,GOOG,73,313.4,49.67
2025-08-15,Buy,AMZN,72,330.85,23821.2
2024-06-26,Sell,AMZN,20,447.18,8943.6
2023-05-15,Buy,GOOG,28,273.16,7648.48
2021-09-15,Dividend,TSLA,74,253.81,33.87
2025-07-15,Dividend,AMZN,46,272.43,31.49
2025-04-23,Buy,AAPL,28,192.62,5393.36
2025-09-08,Buy,TSLA,48,326.79,15685.92
2023-06-09,Buy,GOOG,5,218.93,1094.65
2025-06-06,Sell,TSLA,23,365.84,8414.32
2024-06-27,Dividend,AAPL,91,249.49,47.36
2021-03-01,Dividend,TSLA,89,411.78,47.26
2025-07-13,Dividend,GOOG,74,311.33,15.87
2023-08-22,Sell,TSLA,60,241.78,14506.8
2024-04-23,Dividend,TSLA,65,382.81,38.28
2022-10-21,Sell,GOOG,2,364.65,729.3
2023-11-21,Sell,AAPL,31,368.14,11412.34
2022-09-06,Sell,MSFT,34,145.11,4933.74
2025-08-30,Dividend,TSLA,11,311.1,26.68
2022-01-14,Buy,MSFT,34,425.69,14473.46
2022-01-10,Dividend,AMZN,40,256.31,12.88
2023-01-05,Sell,AMZN,95,347.81,33041.95
2025-11-09,Sell,MSFT,63,456.11,28734.93
2025-10-03,Dividend,AMZN,91,388.83,23.8
2025-05-01,Buy,GOOG,69,256.59,17704.71
2025-09-17,Buy,AMZN,87,114.8,9987.6
2024-10-13,Sell,AMZN,97,495.75,48087.75
2020-12-27,Sell,MSFT,39,275.69,10751.91
2024-01-16,Buy,GOOG,92,385.28,35445.76
2025-11-26,Sell,AMZN,62,171.63,10641.06
2025-09-22,Dividend,GOOG,89,327.01,49.29
2023-03-19,Sell,TSLA,3,403.48,1210.44
2022-03-25,Dividend,AAPL,67,489.48,31.33
2022-01-20,Sell,GOOG,75,385.17,28887.75
2024-12-09,Sell,TSLA,20,406.28,8125.6
2022-08-14,Sell,TSLA,81,380.93,30855.33
2024-06-29,Sell,TSLA,66,120.12,7927.92
2022-07-31,Buy,AMZN,67,403.97,27065.99
2025-08-14,Dividend,AMZN,34,442.2,18.61
2021-07-19,Buy,GOOG,87,346.29,30127.23
2025-08-03,Dividend,GOOG,8,309.37,39.27
2024-08-01,Dividend,AMZN,27,267.03,29.83
2024-11-30,Dividend,GOOG,6,445.6,43.55
2025-02-23,Dividend,AMZN,13,189.99,29.98
2022-06-21,Sell,MSFT,30,74.9,2247.0
2022-12-01,Dividend,MSFT,1,56.77,42.7
2022-01-06,Sell,AAPL,74,355.87,26334.38
2025-01-30,Sell,AMZN,68,52.6,3576.8
2021-09-20,Sell,TSLA,47,206.02,9682.94
2025-05-01,Sell,GOOG,25,230.24,5756.0
2021-09-07,Dividend,TSLA,54,465.1,33.08
2021-12-07,Buy,GOOG,12,197.69,2372.28
2022-03-25,Sell,AMZN,45,167.14,7521.3
2023-09-03,Dividend,GOOG,44,130.55,26.49
2021-02-19,Buy,TSLA,31,403.88,12520.28
2022-05-22,Buy,TSLA,63,100.02,6301.26
2024-12-22,Sell,AAPL,9,106.89,962.01
2025-11-11,Dividend,GOOG,96,344.6,25.4
2025-09-08,Buy,TSLA,51,481.6,24561.6
2022-10-08,Buy,MSFT,81,264.22,21401.82
2023-05-26,Dividend,GOOG,88,393.34,48.63
2022-01-31,Sell,TSLA,21,113.35,2380.35
2025-05-06,Sell,AAPL,30,280.84,8425.2
2024-11-08,Buy,TSLA,77,233.44,17974.88
2022-05-01,Sell,MSFT,52,382.95,19913.4
2022-08-13,Dividend,TSLA,16,393.79,48.21
2023-04-28,Dividend,TSLA,41,220.85,43.33
2022-03-26,Sell,TSLA,1,467.64,467.64
2024-09-12,Sell,MSFT,63,493.31,31078.53
2025-11-16,Dividend,TSLA,72,100.09,39.19
2023-06-14,Buy,GOOG,84,217.83,18297.72
2021-08-31,Buy,MSFT,79,94.08,7432.32
2023-01-08,Dividend,TSLA,68,492.86,8.4
2024-11-29,Dividend,MSFT,31,411.42,33.97
2025-03-10,Buy,GOOG,66,154.2,10177.2
2021-05-04,Sell,GOOG,71,136.0,9656.0
2022-04-27,Dividend,TSLA,53,158.97,44.4
2023-04-08,Buy,MSFT,85,198.92,16908.2
2025-10-03,Sell,GOOG,77,99.47,7659.19
2024-10-11,Dividend,AMZN,52,106.64,49.12
2021-01-22,Buy,AMZN,2,324.12,648.24
2025-03-28,Buy,MSFT,27,60.53,1634.31
2022-12-14,Buy,AMZN,69,60.65,4184.85
2025-09-13,Sell,AMZN,77,411.9,31716.3
2022-12-16,Sell,MSFT,41,402.62,16507.42
2021-02-05,Sell,AAPL,19,435.38,8272.22
2023-12-06,Buy,GOOG,100,147.38,14738.0
2024-05-02,Buy,GOOG,10,262.3,2623.0
2023-01-29,Sell,AMZN,65,345.95,22486.75
2025-09-30,Dividend,AMZN,51,444.95,19.81
2023-02-16,Sell,MSFT,57,265.07,15108.99
2023-05-26,Buy,AAPL,44,337.02,14828.88
2024-03-12,Buy,MSFT,16,377.37,6037.92
2021-03-14,Buy,AAPL,28,346.3,9696.4
2025-08-16,Sell,AMZN,83,136.89,11361.87
2022-10-24,Dividend,AAPL,54,323.04,22.77
2023-06-28,Dividend,AMZN,93,159.58,19.8
2024-08-23,Sell,AMZN,82,359.06,29442.92
2024-10-13,Buy,MSFT,3,223.29,669.87
2023-09-30,Sell,GOOG,30,445.2,13356.0
2025-11-23,Buy,TSLA,18,422.36,7602.48
2024-08-06,Sell,TSLA,64,289.44,18524.16
2025-08-10,Buy,GOOG,17,367.98,6255.66
2022-10-29,Dividend,GOOG,44,191.35,45.04
2023-09-20,Sell,AAPL,49,462.5,22662.5
2024-12-14,Buy,GOOG,19,99.64,1893.16
2025-02-03,Sell,AMZN,65,422.5,27462.5
2022-06-08,Dividend,AMZN,79,200.37,19.36
2022-06-06,Dividend,AMZN,89,102.44,47.89
2023-03-16,Sell,MSFT,44,368.84,16228.96
2022-10-09,Dividend,GOOG,25,310.78,44.69
2022-03-27,Sell,AMZN,82,67.81,5560.42
2025-05-09,Dividend,GOOG,33,215.18,35.58
2022-07-29,Sell,AAPL,52,464.76,24167.52
2023-01-15,Dividend,GOOG,34,59.66,4.11
2025-11-08,Buy,GOOG,28,121.34,3397.52
2022-06-21,Sell,AAPL,19,167.68,3185.92
2023-04-17,Dividend,GOOG,76,444.5,11.04
2023-12-04,Sell,TSLA,79,353.27,27908.33
2021-04-14,Sell,MSFT,59,437.57,25816.63
2022-03-16,Sell,AAPL,96,308.34,29600.64
2025-01-26,Dividend,MSFT,14,413.74,23.18
2021-10-04,Dividend,MSFT,90,106.09,20.25
2022-05-17,Sell,TSLA,97,54.45,5281.65
2025-05-01,Dividend,AAPL,58,367.41,20.79
2024-10-12,Dividend,AAPL,61,293.58,21.12
2021-12-06,Dividend,TSLA,71,227.43,11.82
2024-06-05,Buy,AAPL,94,128.32,12062.08
2023-02-07,Buy,GOOG,81,213.75,17313.75
2023-08-01,Sell,MSFT,27,375.59,10140.93
2023-05-24,Sell,AAPL,73,298.19,21767.87
2021-01-13,Sell,GOOG,63,131.96,8313.48
2021-08-19,Dividend,GOOG,30,436.47,40.3
2024-08-05,Buy,GOOG,42,361.96,15202.32
2025-07-08,Sell,GOOG,68,171.98,11694.64
2025-01-17,Sell,MSFT,20,196.08,3921.6
2022-03-25,Buy,AAPL,18,69.0,1242.0
2022-02-07,Dividend,TSLA,32,141.56,13.63
2021-12-23,Buy,GOOG,50,314.32,15716.0
2025-02-01,Buy,MSFT,29,109.2,3166.8
2022-01-24,Dividend,TSLA,27,462.28,22.39
2021-01-21,Buy,AMZN,52,212.94,11072.88
2025-10-02,Sell,AMZN,51,120.72,6156.72
2022-04-20,Buy,TSLA,75,341.04,25578.0
2021-08-01,Sell,GOOG,93,305.21,28384.53
2022-10-31,Sell,AMZN,29,285.89,8290.81
2024-01-28,Sell,MSFT,62,349.59,21674.58
2022-03-02,Dividend,MSFT,56,292.77,19.07
2021-08-13,Buy,AMZN,86,173.25,14899.5
2025-01-02,Sell,AMZN,88,237.23,20876.24
2024-04-07,Dividend,AAPL,3,76.04,26.11
2022-09-18,Dividend,GOOG,20,475.08,31.25
2023-05-10,Dividend,GOOG,74,260.77,13.61
2025-01-07,Buy,MSFT,13,459.45,5972.85
2021-12-12,Sell,GOOG,32,173.9,5564.8
2021-01-29,Sell,MSFT,24,364.9,8757.6
2023-05-04,Sell,TSLA,26,437.81,11383.06
2023-07-15,Dividend,AMZN,9,139.69,24.11
2025-01-30,Dividend,TSLA,31,169.76,12.61
2025-10-01,Dividend,AMZN,90,322.05,19.42
2021-07-28,Buy,AAPL,45,192.08,8643.6
2025-08-24,Dividend,AMZN,65,223.42,44.59
2022-12-14,Buy,MSFT,4,248.21,992.84
2023-07-11,Dividend,GOOG,46,237.0,45.0
2025-07-19,Dividend,TSLA,88,153.38,11.36
2024-08-27,Dividend,AAPL,67,332.86,25.92
2021-03-29,Sell,AMZN,30,378.55,11356.5
2022-11-29,Sell,GOOG,45,348.94,15702.3
2022-01-18,Buy,GOOG,26,251.63,6542.38
2024-08-14,Buy,MSFT,15,77.9,1168.5
2021-11-24,Sell,TSLA,12,387.23,4646.76
2021-12-04,Dividend,AAPL,13,160.56,47.31
2021-08-12,Sell,AAPL,80,122.53,9802.4
2025-09-05,Dividend,TSLA,5,80.83,42.9
2022-12-25,Buy,GOOG,19,167.31,3178.89
2025-09-06,Dividend,AAPL,40,150.55,16.25
2023-05-21,Dividend,AAPL,67,99.77,3.59
2025-11-07,Buy,AMZN,77,288.35,22202.95
2024-05-08,Buy,GOOG,22,288.34,6343.48
2024-02-07,Buy,AMZN,55,147.63,8119.65
2025-07-11,Dividend,AMZN,66,108.85,45.02
